Impulse,Response,Step,Value,Lower_CI,Upper_CI
goal7,goal16,3,0.0007125561265168957,-8.618064736730716e-05,0.0015112929004010987
goal7,goal16,4,-0.00010440692830589175,-0.00023076924466567333,2.1955388053889805e-05
goal7,goal16,5,1.5208118549804277e-05,-4.1148731691349135e-06,3.453111026874347e-05
goal7,goal16,6,-2.1232534713533605e-06,-4.99982447862247e-06,7.533175359157496e-07
goal7,goal16,7,2.9279141856721e-07,-1.2835140025016849e-07,7.139342373845884e-07
goal7,goal16,8,-3.9700367796775974e-08,-1.0059092685777565e-07,2.11901912642237e-08
goal7,goal16,9,5.323289506688635e-09,-3.4019417091110984e-09,1.4048520722488367e-08
goal7,goal16,10,-7.060466593956192e-10,-1.9471501174811647e-09,5.350567986899264e-10
goal8,goal16,0,0.1495692045106447,0.1495692045106447,0.1495692045106447
goal8,goal16,1,-0.09673027028863687,-0.1285334137144712,-0.06492712686280255
goal8,goal16,2,0.007995932832162845,0.003145818068663494,0.012846047595662196
goal8,goal16,3,-0.0010820994727361577,-0.0018395103533955363,-0.00032468859207677916
goal8,goal16,4,0.00010872049404837235,-4.063357055800011e-06,0.0002215043451525447
goal8,goal16,5,-1.2220640298541738e-05,-2.8496108878356952e-05,4.054828281273476e-06
goal8,goal16,6,1.2451883033799523e-06,-1.0366090796493435e-06,3.526985686409248e-06
goal8,goal16,7,-1.2717185451789304e-07,-4.417647484098244e-07,1.8742103937403834e-07
goal8,goal16,8,1.2136246422057278e-08,-3.0712782295213463e-08,5.498527513932802e-08
goal8,goal16,9,-1.0920295396162885e-09,-6.8886627670887165e-09,4.704603687856139e-09
goal8,goal16,10,8.618479950466658e-11,-6.94315245740859e-10,8.666848447501921e-10
goal10,goal16,0,-0.00752732535492257,-0.00752732535492257,-0.00752732535492257
goal10,goal16,1,-0.012331396508462508,-0.020890485594620326,-0.0037723074223046903
goal10,goal16,2,-0.004066784211973121,-0.005446688981279168,-0.0026868794426670737
goal10,goal16,3,0.0005714774042274577,0.0003637432383661363,0.0007792115700887792
goal10,goal16,4,-7.988973328138622e-05,-0.00010964543011133583,-5.0134036451436614e-05
goal10,goal16,5,8.176696512027554e-06,4.031266899649083e-06,1.2322126124406026e-05
goal10,goal16,6,-8.07591502577647e-07,-1.3725622699532128e-06,-2.4262073520208137e-07
goal10,goal16,7,7.211642615378215e-08,-3.9911575843480055e-09,1.482240098919123e-07
goal10,goal16,8,-6.380364655715638e-09,-1.655444868758813e-08,3.7937193761568545e-09
goal10,goal16,9,5.547891249187551e-10,-8.009917240429632e-10,1.9105699738804734e-09
goal10,goal16,10,-4.9981507310079344e-11,-2.3036480189062784e-10,1.3040178727046915e-10
goal13,goal16,0,0.02644171861167428,0.02644171861167428,0.02644171861167428
goal13,goal16,1,0.03312343970204445,-5.250555816689595e-05,0.06629938496225579
goal13,goal16,2,-0.0007151023338445728,-0.006445193839819292,0.005014989172130146
goal13,goal16,3,2.5919541482763396e-05,-0.0009232365992362287,0.0009750756822017554
goal13,goal16,4,1.6773697580837435e-05,-0.00012912465362517898,0.00016267204878685383
goal13,goal16,5,-2.7289328396716336e-06,-2.4336788369821196e-05,1.887892269047793e-05
goal13,goal16,6,4.005884372070157e-07,-2.713587081702166e-06,3.514763956116197e-06
goal13,goal16,7,-4.68557801002801e-08,-4.880257412370344e-07,3.9431418103647415e-07
goal13,goal16,8,4.9689953423302456e-09,-5.679319799178797e-08,6.673118867644846e-08
goal13,goal16,9,-4.3785816311451936e-10,-9.019317497224033e-09,8.143601170994995e-09
goal13,goal16,10,2.662622196503136e-11,-1.1593160581547725e-09,1.2125685020848351e-09
goal16,goal16,0,1.1436519790840811,1.1436519790840811,1.1436519790840811
goal16,goal16,1,-0.017018206064097242,-0.04805230136943485,0.014015889241240365
goal16,goal16,2,0.006402913046602357,0.002628274729037824,0.010177551364166891
goal16,goal16,3,-0.0003833722334129916,-0.0009032777582400624,0.00013653329141407916
goal16,goal16,4,5.554156665194039e-05,-1.4780853030262059e-05,0.00012586398633414284
goal16,goal16,5,-4.906667793521933e-06,-1.4783790124132812e-05,4.970454537088946e-06
goal16,goal16,6,5.446281931114413e-07,-7.985765012101144e-07,1.887832887432997e-06
goal16,goal16,7,-5.0387834208047115e-08,-2.335768232576634e-07,1.3280115484156916e-07
goal16,goal16,8,4.7407694017213126e-09,-1.9956524492838105e-08,2.943806329628073e-08
goal16,goal16,9,-3.8361136626479024e-10,-3.710530980717355e-09,2.9433082481877748e-09
goal16,goal16,10,2.5959284864269954e-11,-4.2040556756612306e-10,4.72324137294663e-10
